date,state,infected,landed flights,month
7/24/2020,AL,76005,1793,November
7/24/2020,SC,78607,2001,November
7/24/2020,LA,103734,2084,February
7/24/2020,TN,89078,2091,October
7/24/2020,NC,108995,2102,December
7/24/2020,AZ,156301,3357,February
7/24/2020,GA,161401,4813,May
7/24/2020,TX,369826,8701,March
7/24/2020,CA,435334,9718,February
7/24/2020,FL,402312,12444,November
7/25/2020,VT,1396,11,December
7/25/2020,VI,352,16,September
7/25/2020,ME,3790,33,May
7/25/2020,WY,2446,41,August
7/25/2020,HI,1549,59,September
7/25/2020,DC,11717,68,January
7/25/2020,NH,6415,97,January
7/25/2020,SD,8305,105,June
7/25/2020,AK,2868,120,September
7/25/2020,ND,5729,121,July
7/25/2020,WV,5821,126,July
7/25/2020,MT,3260,221,February
7/25/2020,MA,115268,283,April
7/25/2020,NM,18475,312,February
7/25/2020,NE,24174,356,November
7/25/2020,OR,16492,388,May
7/25/2020,IA,41671,400,July
7/25/2020,WA,55452,482,April
7/25/2020,NJ,178858,513,June
7/25/2020,ID,17264,528,January
7/25/2020,PR,14540,573,July
7/25/2020,UT,37623,661,November
7/25/2020,CO,42980,666,March
7/25/2020,NY,411200,750,January
7/25/2020,MN,50291,803,July
7/25/2020,KY,26764,833,April
7/25/2020,IN,61520,922,June
7/25/2020,NV,41816,931,October
7/25/2020,OK,30081,965,February
7/25/2020,WI,51715,988,October
7/25/2020,PA,106625,1054,September
7/25/2020,VA,83609,1245,October
7/25/2020,MD,83054,1288,December
7/25/2020,MO,40709,1357,June
7/25/2020,SC,80008,1401,April
7/25/2020,IL,171125,1426,July
7/25/2020,MS,51097,1434,August
7/25/2020,OH,83184,1438,July
7/25/2020,TN,90796,1718,June
7/25/2020,NC,111092,2097,November
7/25/2020,AL,78130,2125,April
7/25/2020,AZ,160041,3740,December
7/25/2020,GA,165188,3787,March
7/25/2020,TX,375846,6020,February
7/25/2020,CA,445400,10066,September
7/25/2020,FL,414511,12199,November
7/26/2020,VT,1400,4,April
7/26/2020,VI,361,9,January
7/26/2020,NH,6436,21,October
7/26/2020,ME,3814,24,August
7/26/2020,WY,2475,29,November
7/26/2020,DC,11780,63,March
7/26/2020,HI,1620,71,April
7/26/2020,MT,3342,82,August
7/26/2020,SD,8395,90,March
7/26/2020,DE,14290,115,December
7/26/2020,WV,5960,139,June
7/26/2020,ND,5869,140,February
7/26/2020,NE,24395,221,September
7/26/2020,AK,3102,234,May
7/26/2020,OR,16758,266,April
7/26/2020,NM,18788,313,December
7/26/2020,KY,27079,315,July
7/26/2020,WA,55773,321,October
7/26/2020,UT,37973,350,August
7/26/2020,MA,115637,369,October
7/26/2020,NJ,179363,505,November
7/26/2020,IA,42200,529,September
7/26/2020,NY,411736,536,October
7/26/2020,ID,17827,563,December
7/26/2020,PR,15143,603,July
7/26/2020,MD,83748,694,February
7/26/2020,PA,107425,800,April
7/26/2020,CO,43789,809,January
7/26/2020,IN,62372,852,April
7/26/2020,MN,51153,862,April
7/26/2020,OH,84073,889,May
7/26/2020,VA,84567,958,November
7/26/2020,WI,52680,965,October
7/26/2020,NV,42834,1018,February
7/26/2020,AL,79294,1164,December
7/26/2020,SC,81199,1191,November
7/26/2020,OK,31285,1204,February
7/26/2020,MS,52304,1207,September
7/26/2020,MO,41927,1218,August
7/26/2020,AR,38623,1374,January
7/26/2020,IL,172666,1541,March
7/26/2020,MI,86661,1589,April
7/26/2020,NC,112713,1621,June
7/26/2020,AZ,162014,1973,December
7/26/2020,GA,167953,2765,August
7/26/2020,TN,93936,3140,May
7/26/2020,LA,107574,3840,November
7/26/2020,TX,381656,5810,August
7/26/2020,CA,453659,8259,February
7/26/2020,FL,423855,9344,April
7/27/2020,VT,1402,2,October
7/27/2020,VI,364,3,July
7/27/2020,GU,346,9,August
7/27/2020,ME,3832,18,June
7/27/2020,MT,3381,39,November
7/27/2020,WY,2520,45,August
7/27/2020,SD,8444,49,March
7/27/2020,HI,1683,63,June
7/27/2020,DC,11858,78,August
7/27/2020,WV,6054,94,August
7/27/2020,AK,3206,104,June
7/27/2020,ND,5981,112,May
7/27/2020,DE,14406,116,April
7/27/2020,CT,48983,207,January
7/27/2020,NE,24618,223,February
7/27/2020,NM,19042,254,November
7/27/2020,PR,15431,288,November
7/27/2020,MA,115926,289,October
7/27/2020,RI,18515,291,March
7/27/2020,OR,17088,330,March
7/27/2020,ID,18177,350,October
7/27/2020,IA,42554,354,August
7/27/2020,UT,38409,436,February
7/27/2020,NJ,179812,449,July
7/27/2020,MI,87173,512,June
7/27/2020,KY,27601,522,August
7/27/2020,IN,62907,535,August
7/27/2020,CO,44336,547,September
7/27/2020,WI,53281,601,April
7/27/2020,NY,412344,608,September
7/27/2020,MN,51803,650,March
7/27/2020,MS,52957,653,July
7/27/2020,AR,39447,824,July
7/27/2020,PA,108264,839,January
7/27/2020,WA,56746,973,March
7/27/2020,NV,43831,997,November
7/27/2020,KS,26172,1063,March
7/27/2020,OH,85177,1104,November
7/27/2020,MO,43050,1123,March
7/27/2020,MD,84876,1128,November
7/27/2020,SC,82417,1218,March
7/27/2020,IL,173897,1231,August
7/27/2020,OK,32686,1401,May
7/27/2020,VA,86072,1505,May
7/27/2020,NC,114338,1625,July
7/27/2020,AZ,163827,1813,January
7/27/2020,AL,81115,1821,September
7/27/2020,LA,109917,2343,May
7/27/2020,TN,96489,2553,December
7/27/2020,GA,170843,2890,August
7/27/2020,TX,385923,4267,February
7/27/2020,CA,460550,6891,April
7/27/2020,FL,432747,8892,May
7/28/2020,GU,349,3,April
7/28/2020,VT,1405,3,April
7/28/2020,ME,3838,6,September
7/28/2020,VI,375,11,March
7/28/2020,HI,1711,28,September
7/28/2020,SD,8492,48,September
7/28/2020,NH,6500,64,July
7/28/2020,WY,2589,69,November
7/28/2020,DE,14476,70,March
7/28/2020,DC,11945,87,October
7/28/2020,CT,49077,94,September
7/28/2020,MT,3475,94,March
7/28/2020,WV,6173,119,February
7/28/2020,AK,3350,144,September
7/28/2020,ND,6132,151,October
7/28/2020,RI,18725,210,June
7/28/2020,IA,42777,223,March
7/28/2020,CO,44565,229,July
7/28/2020,MA,116182,256,January
7/28/2020,NE,24899,281,August
7/28/2020,OR,17416,328,October
7/28/2020,PR,15840,409,March
7/28/2020,UT,38855,446,November
7/28/2020,NM,19502,460,May
7/28/2020,MN,52281,478,October
7/28/2020,NJ,180295,483,February
7/28/2020,ID,18694,517,May
7/28/2020,KY,28126,525,June
7/28/2020,NY,412878,534,August
7/28/2020,MD,85524,648,October
7/28/2020,AR,40181,734,April
7/28/2020,IN,63678,771,April
7/28/2020,WI,54064,783,June
7/28/2020,MI,87958,785,June
7/28/2020,WA,57655,909,January
7/28/2020,VA,86994,922,May
7/28/2020,IL,174973,1076,May
7/28/2020,OK,33775,1089,June
7/28/2020,NV,44936,1105,August
7/28/2020,PA,109384,1120,May
7/28/2020,LA,111038,1121,June
7/28/2020,AL,82366,1251,May
7/28/2020,OH,86497,1320,August
7/28/2020,MS,54299,1342,August
7/28/2020,SC,84109,1692,April
7/28/2020,NC,116087,1749,July
7/28/2020,MO,44823,1773,June
7/28/2020,AZ,165934,2107,March
7/28/2020,TN,99044,2555,August
7/28/2020,GA,175052,4209,January
7/28/2020,CA,466550,6000,March
7/28/2020,TX,394265,8342,August
7/28/2020,FL,441977,9230,November
7/29/2020,GU,351,2,January
7/29/2020,VI,385,10,July
7/29/2020,ME,3866,28,February
7/29/2020,WY,2628,39,January
7/29/2020,HI,1757,46,August
7/29/2020,DC,11999,54,February
7/29/2020,RI,18800,75,June
7/29/2020,ND,6221,89,October
7/29/2020,AK,3442,92,August
7/29/2020,DE,14602,126,July
7/29/2020,SD,8641,149,April
7/29/2020,WV,6326,153,August
7/29/2020,MT,3676,201,April
7/29/2020,PR,16061,221,November
7/29/2020,NE,25157,258,August
7/29/2020,NM,19791,289,April
7/29/2020,OR,17721,305,September
7/29/2020,UT,39194,339,June
7/29/2020,CT,49540,463,August
7/29/2020,NJ,180766,471,April
7/29/2020,IA,43277,500,June
7/29/2020,MA,116684,502,August
7/29/2020,ID,19222,528,September
7/29/2020,KY,28727,601,June
7/29/2020,IN,64299,621,March
7/29/2020,MN,52947,666,July
7/29/2020,KS,26870,698,September
7/29/2020,NY,413593,715,February
7/29/2020,CO,45314,749,April
7/29/2020,MD,86285,761,June
7/29/2020,AR,40968,787,July
7/29/2020,PA,110218,834,July
7/29/2020,OK,34623,848,May
7/29/2020,NV,45806,870,July
7/29/2020,WA,58530,875,February
7/29/2020,WI,54988,924,May
7/29/2020,VA,87993,999,April
7/29/2020,MI,88974,1016,June
7/29/2020,IL,176366,1393,March
7/29/2020,OH,87893,1396,January
7/29/2020,AL,83782,1416,November
7/29/2020,MS,55804,1505,October
7/29/2020,LA,112773,1735,May
7/29/2020,SC,85846,1737,May
7/29/2020,NC,117850,1763,October
7/29/2020,TN,100822,1778,March
7/29/2020,MO,46750,1927,May
7/29/2020,AZ,168273,2339,February
7/29/2020,GA,178323,3271,September
7/29/2020,CA,475305,8755,July
7/29/2020,TX,403307,9042,January
7/29/2020,FL,451423,9446,January
7/30/2020,MP,42,2,November
7/30/2020,GU,354,3,August
7/30/2020,NH,6513,13,August
7/30/2020,ME,3888,22,June
7/30/2020,SD,8685,44,October
7/30/2020,DC,12057,58,January
7/30/2020,WY,2686,58,May
7/30/2020,ND,6294,73,August
7/30/2020,DE,14689,87,October
7/30/2020,WV,6422,96,November
7/30/2020,HI,1865,108,August
7/30/2020,AK,3559,117,November
7/30/2020,CT,49670,130,January
7/30/2020,MT,3814,138,March
7/30/2020,RI,18950,150,April
7/30/2020,NJ,180970,204,July
7/30/2020,NE,25422,265,September
7/30/2020,NM,20136,345,November
7/30/2020,OR,18131,410,January
7/30/2020,MA,117098,414,March
7/30/2020,ID,19679,457,June
7/30/2020,CO,45796,482,January
7/30/2020,UT,39696,502,July
7/30/2020,PR,16572,511,April
7/30/2020,KY,29386,659,January
7/30/2020,WA,59263,733,August
7/30/2020,MN,53692,745,June
7/30/2020,IA,44038,761,July
7/30/2020,NY,414370,777,May
7/30/2020,AR,41759,791,March
7/30/2020,MI,89781,807,October
7/30/2020,PA,111078,860,February
7/30/2020,MD,87177,892,November
7/30/2020,VA,88904,911,September
7/30/2020,IN,65253,954,September
7/30/2020,NV,46824,1018,October
7/30/2020,WI,56079,1091,July
7/30/2020,OK,35740,1117,May
7/30/2020,LA,114481,1708,February
7/30/2020,SC,87572,1726,July
7/30/2020,OH,89626,1733,February
7/30/2020,IL,178138,1772,October
7/30/2020,MS,57579,1775,May
7/30/2020,AL,85762,1980,November
7/30/2020,TN,102871,2049,July
7/30/2020,MO,48834,2084,September
7/30/2020,NC,120194,2344,February
7/30/2020,AZ,170798,2525,June
7/30/2020,GA,182286,3963,May
7/30/2020,TX,412107,8800,October
7/30/2020,FL,461379,9956,June
7/30/2020,CA,485502,10197,December
7/31/2020,GU,356,2,July
7/31/2020,VT,1414,7,February
7/31/2020,VI,406,21,December
7/31/2020,ME,3912,24,July
7/31/2020,NH,6544,31,March
7/31/2020,WY,2726,40,September
7/31/2020,DC,12126,69,July
7/31/2020,RI,19022,72,January
7/31/2020,SD,8764,79,August
7/31/2020,DE,14788,99,July
7/31/2020,AK,3677,118,March
7/31/2020,HI,1989,124,March
7/31/2020,CT,49810,140,September
7/31/2020,MT,3965,151,March
7/31/2020,ND,6461,167,August
7/31/2020,PR,16781,209,February
7/31/2020,WV,6642,220,October
7/31/2020,NM,20388,252,January
7/31/2020,NE,25766,344,May
7/31/2020,OR,18492,361,March
7/31/2020,CO,46204,408,September
7/31/2020,UT,40196,500,December
7/31/2020,MA,117612,514,January
7/31/2020,IA,44582,544,May
7/31/2020,ID,20246,567,December
7/31/2020,NY,415014,644,May
7/31/2020,WA,59950,687,August
7/31/2020,NJ,181660,690,March
7/31/2020,OK,36487,747,May
7/31/2020,AR,42511,752,November
7/31/2020,KY,30151,765,May
7/31/2020,MN,54463,771,January
7/31/2020,MI,90574,793,March
7/31/2020,WI,56934,855,April
7/31/2020,IN,66154,901,February
7/31/2020,KS,27812,942,December
7/31/2020,PA,112048,970,November
7/31/2020,VA,89888,984,April
7/31/2020,MS,58747,1168,December
7/31/2020,MD,88346,1169,December
7/31/2020,NV,48088,1264,September
7/31/2020,SC,89016,1444,August
7/31/2020,MO,50323,1489,December
7/31/2020,OH,91159,1533,September
7/31/2020,LA,116280,1799,August
7/31/2020,NC,122148,1954,July
7/31/2020,AL,87723,1961,June
7/31/2020,IL,180118,1980,August
7/31/2020,TN,105959,3088,August
7/31/2020,AZ,174010,3212,January
7/31/2020,GA,186352,4066,May
7/31/2020,CA,493588,8086,April
7/31/2020,TX,420946,8839,February
7/31/2020,FL,470386,9007,March
8/1/2020,VT,1421,7,May
8/1/2020,GU,367,11,December
8/1/2020,VI,421,15,September
8/1/2020,ME,3937,25,May
8/1/2020,WY,2769,43,April
8/1/2020,NH,6613,69,January
8/1/2020,DC,12205,79,June
8/1/2020,DE,14877,89,May
8/1/2020,WV,6735,93,June
8/1/2020,SD,8867,103,May
8/1/2020,MT,4081,116,August
8/1/2020,HI,2111,122,January
8/1/2020,ND,6593,132,April
8/1/2020,AK,3827,150,September
8/1/2020,NM,20600,212,November
8/1/2020,OR,18817,325,May
8/1/2020,NJ,182029,369,January
8/1/2020,IA,44976,394,August
8/1/2020,WA,60360,410,July
8/1/2020,MA,118040,428,January
8/1/2020,NE,26211,445,March
8/1/2020,ID,20721,475,September
8/1/2020,UT,40702,506,January
8/1/2020,KY,30723,572,January
8/1/2020,CO,46809,605,May
8/1/2020,AR,43173,662,March
8/1/2020,MN,55188,725,August
8/1/2020,NY,415767,753,April
8/1/2020,MI,91332,758,June
8/1/2020,PA,112936,888,May
8/1/2020,VA,90801,913,February
8/1/2020,OH,92087,928,May
8/1/2020,MO,51258,935,June
8/1/2020,IN,67122,968,March
8/1/2020,NV,49074,986,October
8/1/2020,MD,89365,1019,September
8/1/2020,PR,17872,1091,July
8/1/2020,WI,58058,1124,January
8/1/2020,MS,59881,1134,August
8/1/2020,OK,37731,1244,October
8/1/2020,SC,90599,1583,August
8/1/2020,AL,89349,1626,September
8/1/2020,IL,181757,1639,April
8/1/2020,NC,123878,1730,October
8/1/2020,TN,108184,2225,June
8/1/2020,AZ,177002,2992,February
8/1/2020,GA,190012,3660,February
8/1/2020,CA,500130,6542,May
8/1/2020,TX,430485,9539,January
8/1/2020,FL,480028,9642,March
8/2/2020,MP,45,3,September
8/2/2020,VT,1426,5,January
8/2/2020,ME,3958,21,June
8/2/2020,WY,2808,39,September
8/2/2020,ND,6649,56,March
8/2/2020,DC,12274,69,November
8/2/2020,DE,14949,72,February
8/2/2020,HI,2197,86,September
8/2/2020,SD,8955,88,May
8/2/2020,MT,4193,112,August
8/2/2020,WV,6854,119,December
8/2/2020,AK,3984,157,June
8/2/2020,NE,26391,180,November
8/2/2020,NM,20796,196,August
8/2/2020,WA,60588,228,August
8/2/2020,OR,19097,280,July
8/2/2020,NJ,182350,321,October
8/2/2020,ID,21114,393,November
8/2/2020,MA,118458,418,May
8/2/2020,MI,91761,429,February
8/2/2020,CO,47267,458,March
8/2/2020,KY,31185,462,February
8/2/2020,UT,41175,473,June
8/2/2020,OK,38225,494,May
8/2/2020,IA,45492,516,January
8/2/2020,NY,416298,531,July
8/2/2020,PR,18411,539,August
8/2/2020,MO,51840,582,November
8/2/2020,PA,113590,654,January
8/2/2020,MS,60553,672,December
8/2/2020,IN,67857,735,July
8/2/2020,MN,55947,759,January
8/2/2020,MD,90274,909,December
8/2/2020,WI,58990,932,March
8/2/2020,OH,93031,944,March
8/2/2020,VA,91782,981,August
8/2/2020,NV,50205,1131,February
8/2/2020,SC,91788,1189,October
8/2/2020,NC,125219,1341,May
8/2/2020,TN,109627,1443,March
8/2/2020,AZ,178467,1465,September
8/2/2020,IL,183224,1467,January
8/2/2020,AL,91444,2095,December
8/2/2020,GA,193177,3165,November
8/2/2020,LA,119747,3467,October
8/2/2020,FL,487132,7104,November
8/2/2020,CA,509162,9032,April
8/3/2020,ME,3970,12,April
8/3/2020,VI,439,18,January
8/3/2020,NH,6634,21,July
8/3/2020,DC,12313,39,December
8/3/2020,MT,4233,40,March
8/3/2020,WY,2848,40,January
8/3/2020,HI,2242,45,December
8/3/2020,SD,9020,65,July
8/3/2020,AK,4064,80,August
8/3/2020,DE,15055,106,December
8/3/2020,WV,6973,119,May
8/3/2020,ND,6776,127,August
8/3/2020,MA,118657,199,March
8/3/2020,NM,21016,220,October
8/3/2020,RI,19246,224,May
8/3/2020,ID,21344,230,May
8/3/2020,CT,50062,252,October
8/3/2020,NJ,182614,264,October
8/3/2020,OR,19366,269,March
8/3/2020,NE,26702,311,August
8/3/2020,KY,31508,323,June
8/3/2020,IA,45841,349,November
8/3/2020,UT,41529,354,January
8/3/2020,OK,38602,377,October
8/3/2020,PR,18791,380,April
8/3/2020,WI,59401,411,March
8/3/2020,CO,47716,449,February
8/3/2020,NY,416843,545,August
8/3/2020,PA,114155,565,July
8/3/2020,MS,61125,572,December
8/3/2020,IN,68433,576,August
8/3/2020,MI,92374,613,January
8/3/2020,MN,56560,613,December
8/3/2020,WA,61428,840,August
8/3/2020,MD,91144,870,October
8/3/2020,OH,93963,932,February
8/3/2020,NV,51199,994,July
8/3/2020,TN,110636,1009,July
8/3/2020,AZ,179497,1030,July
8/3/2020,MO,52887,1047,March
8/3/2020,KS,28876,1064,October
8/3/2020,LA,120846,1099,November
8/3/2020,SC,92951,1163,September
8/3/2020,AL,92661,1217,April
8/3/2020,IL,184522,1298,October
8/3/2020,NC,126532,1313,July
8/3/2020,VA,93106,1324,February
8/3/2020,AR,44597,1424,August
8/3/2020,GA,195435,2258,February
8/3/2020,FL,491884,4752,July
8/3/2020,CA,514901,5739,May
8/3/2020,TX,442014,11529,July
8/4/2020,VT,1431,4,August
8/4/2020,ME,3975,5,October
8/4/2020,GU,375,7,December
8/4/2020,VI,463,24,August
8/4/2020,NH,6660,26,September
8/4/2020,WY,2884,36,December
8/4/2020,CT,50110,48,January
8/4/2020,SD,9079,59,June
8/4/2020,AK,4125,61,February
8/4/2020,WV,7051,78,June
8/4/2020,MT,4314,81,November
8/4/2020,DE,15137,82,March
8/4/2020,DC,12398,85,June
8/4/2020,NM,21130,114,July
8/4/2020,RI,19390,144,November
8/4/2020,ND,6925,149,September
8/4/2020,IA,46042,201,June
8/4/2020,HI,2448,206,November
8/4/2020,CO,47968,252,June
8/4/2020,NE,26956,254,May
8/4/2020,ID,21675,331,November
8/4/2020,OR,19699,333,August
8/4/2020,NJ,182970,356,March
8/4/2020,UT,41907,378,January
8/4/2020,PR,19324,533,August
8/4/2020,MA,119203,546,February
8/4/2020,MN,57162,602,February
8/4/2020,KY,32197,689,August
8/4/2020,MD,91854,710,February
8/4/2020,NY,417589,746,December
8/4/2020,WI,60171,770,November
8/4/2020,AR,45381,784,June
8/4/2020,MI,93175,801,April
8/4/2020,IN,69255,822,March
8/4/2020,WA,62267,839,January
8/4/2020,PA,115009,854,December
8/4/2020,OK,39463,861,May
8/4/2020,NV,52179,980,December
8/4/2020,AZ,180505,1008,January
8/4/2020,AL,93702,1041,August
8/4/2020,MS,62199,1074,November
8/4/2020,OH,95106,1143,August
8/4/2020,VA,94251,1145,August
8/4/2020,MO,54080,1193,December
8/4/2020,SC,94190,1239,February
8/4/2020,IL,185993,1471,June
8/4/2020,NC,128161,1629,July
8/4/2020,TN,112441,1805,August
8/4/2020,GA,197948,2513,August
8/4/2020,LA,124461,3615,September
8/4/2020,CA,519427,4526,October
8/4/2020,FL,497330,5446,June
8/4/2020,TX,451181,9167,November
8/5/2020,VT,1436,5,March
8/5/2020,GU,389,14,September
8/5/2020,ME,3992,17,April
8/5/2020,VI,481,18,August
8/5/2020,NH,6693,33,August
8/5/2020,WY,2923,39,January
8/5/2020,DC,12443,45,January
8/5/2020,AK,4183,58,December
8/5/2020,SD,9168,89,March
8/5/2020,RI,19481,91,October
8/5/2020,WV,7159,108,April
8/5/2020,CT,50225,115,February
8/5/2020,MT,4429,115,September
8/5/2020,ND,7047,122,January
8/5/2020,HI,2591,143,December
8/5/2020,DE,15296,159,June
8/5/2020,NM,21340,210,December
8/5/2020,NE,27178,222,May
8/5/2020,OR,19979,280,January
8/5/2020,PR,19651,327,March
8/5/2020,NJ,183327,357,February
8/5/2020,UT,42328,421,November
8/5/2020,CO,48394,426,June
8/5/2020,MA,119643,440,February
8/5/2020,KY,32741,544,December
8/5/2020,ID,22234,559,September
8/5/2020,MD,92426,572,July
8/5/2020,IA,46659,617,December
8/5/2020,MN,57779,617,January
8/5/2020,NY,418225,636,March
8/5/2020,NV,52828,649,December
8/5/2020,PA,115714,705,September
8/5/2020,MI,93893,718,July
8/5/2020,IN,69975,720,May
8/5/2020,WA,62992,725,November
8/5/2020,VA,95049,798,February
8/5/2020,KS,29717,841,August
8/5/2020,AR,46293,912,May
8/5/2020,WI,61110,939,December
8/5/2020,AL,94654,952,September
8/5/2020,OK,40564,1101,December
8/5/2020,NC,129288,1127,March
8/5/2020,OH,96305,1199,February
8/5/2020,MO,55321,1241,February
8/5/2020,MS,63444,1245,August
8/5/2020,SC,95472,1282,January
8/5/2020,LA,125943,1482,March
8/5/2020,TN,114098,1657,June
8/5/2020,AZ,182203,1698,February
8/5/2020,IL,187752,1759,January
8/5/2020,GA,201713,3765,August
8/5/2020,CA,524722,5295,February
8/5/2020,FL,502739,5409,July
8/5/2020,TX,459887,8706,February
8/6/2020,ME,3997,5,April
8/6/2020,GU,397,8,January
8/6/2020,VT,1445,9,March
8/6/2020,CT,50245,20,August
8/6/2020,VI,501,20,April
8/6/2020,NH,6719,26,July
8/6/2020,WY,2958,35,June
8/6/2020,AK,4223,40,December
8/6/2020,DE,15365,69,September
8/6/2020,DC,12518,75,March
8/6/2020,SD,9273,105,October
8/6/2020,WV,7277,118,September
8/6/2020,ND,7169,122,April
8/6/2020,RI,19611,130,February
8/6/2020,HI,2763,172,January
8/6/2020,MT,4602,173,July
8/6/2020,NM,21566,226,May
8/6/2020,MA,119874,231,January
8/6/2020,OR,20225,246,January
8/6/2020,PR,19934,283,December
8/6/2020,NE,27489,311,July
8/6/2020,NJ,183701,374,December
8/6/2020,ID,22707,473,February
8/6/2020,KY,33254,513,September
8/6/2020,MD,93005,579,May
8/6/2020,UT,42915,587,June
8/6/2020,CO,48988,594,February
8/6/2020,IA,47361,702,December
8/6/2020,NY,418928,703,July
8/6/2020,WA,63698,706,August
8/6/2020,NV,53557,729,February
8/6/2020,AR,47028,735,April
8/6/2020,MI,94656,763,May
8/6/2020,PA,116521,807,September
8/6/2020,VA,95867,818,March
8/6/2020,OK,41401,837,July
8/6/2020,MN,58640,861,October
8/6/2020,WI,61985,875,April
8/6/2020,MS,64400,956,April
8/6/2020,IN,71015,1040,July
8/6/2020,MO,56383,1062,April
8/6/2020,OH,97471,1166,March
8/6/2020,LA,127246,1303,January
8/6/2020,SC,96797,1325,January
8/6/2020,AZ,183647,1444,August
8/6/2020,AL,96592,1938,July
8/6/2020,IL,189705,1953,March
8/6/2020,NC,131267,1979,July
8/6/2020,TN,116350,2252,October
8/6/2020,GA,204895,3182,October
8/6/2020,CA,529980,5258,May
8/6/2020,TX,467485,7598,January
8/6/2020,FL,510389,7650,July
8/7/2020,VT,1448,3,August
8/7/2020,GU,411,14,April
8/7/2020,ME,4014,17,September
8/7/2020,VI,522,21,February
8/7/2020,NH,6742,23,August
8/7/2020,WY,3000,42,March
8/7/2020,AK,4288,65,June
8/7/2020,DC,12589,71,February
8/7/2020,CT,50320,75,September
8/7/2020,DE,15445,80,December
8/7/2020,SD,9371,98,September
8/7/2020,RI,19738,127,January
8/7/2020,ND,7318,149,June
8/7/2020,HI,2914,151,June
8/7/2020,MT,4757,155,November
8/7/2020,WV,7433,156,October
8/7/2020,NM,21773,207,April
8/7/2020,NE,27821,332,April
